Logging to logs\PPO_17
---------------------------------
| rollout/           |          |
| train/                  |           |
|    approx_kl            | 0.2799434 |
|    clip_fraction        | 0.709     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.69     |
|    explained_variance   | -0.239    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.117    |
|    n_updates            | 1840      |
|    policy_gradient_loss | -0.0949   |
|    value_loss           | 0.000137  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.201      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 186        |
|    time_elapsed         | 4663       |
|    total_timesteps      | 1523712    |
| train/                  |            |
|    approx_kl            | 0.27717438 |
|    clip_fraction        | 0.709      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.64      |
|    explained_variance   | -0.106     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.0861    |
|    n_updates            | 1850       |
|    policy_gradient_loss | -0.0865    |
|    value_loss           | 0.000258   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.192      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 187        |
|    time_elapsed         | 4688       |
|    total_timesteps      | 1531904    |
| train/                  |            |
|    approx_kl            | 0.23951724 |
|    clip_fraction        | 0.703      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.73      |
|    explained_variance   | -0.246     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.107     |
|    n_updates            | 1860       |
|    policy_gradient_loss | -0.0983    |
|    value_loss           | 0.000138   |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 1.77e+03  |
|    ep_rew_mean          | 0.196     |
| time/                   |           |
|    fps                  | 326       |
|    iterations           | 188       |
|    time_elapsed         | 4712      |
|    total_timesteps      | 1540096   |
| train/                  |           |
|    approx_kl            | 0.2695293 |
|    clip_fraction        | 0.7       |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.7      |
|    explained_variance   | -0.232    |
|    learning_rate        | 0.0001    |
|    loss                 | -0.111    |
|    n_updates            | 1870      |
|    policy_gradient_loss | -0.0889   |
|    value_loss           | 0.000132  |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.194      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 189        |
|    time_elapsed         | 4736       |
|    total_timesteps      | 1548288    |
| train/                  |            |
|    approx_kl            | 0.24947795 |
|    clip_fraction        | 0.695      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.6       |
|    explained_variance   | -0.134     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.109     |
|    n_updates            | 1880       |
|    policy_gradient_loss | -0.0892    |
|    value_loss           | 0.000192   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.187      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 190        |
|    time_elapsed         | 4760       |
|    total_timesteps      | 1556480    |
| train/                  |            |
|    approx_kl            | 0.24628925 |
|    clip_fraction        | 0.704      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.69      |
|    explained_variance   | -0.127     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.119     |
|    n_updates            | 1890       |
|    policy_gradient_loss | -0.0951    |
|    value_loss           | 0.000151   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.75e+03   |
|    ep_rew_mean          | 0.188      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 191        |
|    time_elapsed         | 4785       |
|    total_timesteps      | 1564672    |
| train/                  |            |
|    approx_kl            | 0.28343973 |
|    clip_fraction        | 0.72       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.63      |
|    explained_variance   | -0.0832    |
|    learning_rate        | 0.0001     |
|    loss                 | -0.125     |
|    n_updates            | 1900       |
|    policy_gradient_loss | -0.096     |
|    value_loss           | 0.000142   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.192      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 192        |
|    time_elapsed         | 4811       |
|    total_timesteps      | 1572864    |
| train/                  |            |
|    approx_kl            | 0.26376498 |
|    clip_fraction        | 0.709      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.74      |
|    explained_variance   | -0.185     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.123     |
|    n_updates            | 1910       |
|    policy_gradient_loss | -0.0923    |
|    value_loss           | 0.000174   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.76e+03   |
|    ep_rew_mean          | 0.205      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 193        |
|    time_elapsed         | 4835       |
|    total_timesteps      | 1581056    |
| train/                  |            |
|    approx_kl            | 0.24122767 |
|    clip_fraction        | 0.698      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.76      |
|    explained_variance   | -0.169     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.106     |
|    n_updates            | 1920       |
|    policy_gradient_loss | -0.0922    |
|    value_loss           | 0.000192   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.77e+03   |
|    ep_rew_mean          | 0.207      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 194        |
|    time_elapsed         | 4861       |
|    total_timesteps      | 1589248    |
| train/                  |            |
|    approx_kl            | 0.32758117 |
|    clip_fraction        | 0.726      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.62      |
|    explained_variance   | -0.292     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.119     |
|    n_updates            | 1930       |
|    policy_gradient_loss | -0.0977    |
|    value_loss           | 0.000212   |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.75e+03   |
|    ep_rew_mean          | 0.204      |
| time/                   |            |
|    fps                  | 326        |
|    iterations           | 195        |
|    time_elapsed         | 4886       |
|    total_timesteps      | 1597440    |
| train/                  |            |
|    approx_kl            | 0.26719236 |
|    clip_fraction        | 0.705      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.73      |
|    explained_variance   | -0.159     |
|    learning_rate        | 0.0001     |
|    loss                 | -0.125     |
|    n_updates            | 1940       |
|    policy_gradient_loss | -0.0978    |
|    value_loss           | 0.000175   |
----------------------------------------
